week_start,session_date,timestamp,open,high,low,close,Spread,volume,hour_ny,hour_london,hour_tokyo,session,ingested_at,close_lead_1,high_lead_1,low_lead_1,close_lead_2,high_lead_2,low_lead_2,close_lead_3,high_lead_3,low_lead_3,close_lead_4,high_lead_4,low_lead_4,close_lead_5,high_lead_5,low_lead_5,close_lead_6,high_lead_6,low_lead_6,ts_lead_N,PDH,PDL,PWH,PWL,prev_high,prev_low,touch_rank,window_hours,window_is_continuous,returned_early,ended_inside,outcome,is_sweep,is_immediate_sweep,is_delayed_sweep,is_failed_sweep,is_pure_breakout,level_type,level_price
2016-02-08T00:00:00.000Z,2016-02-10,2016-02-10T09:00:00.000Z,1186.658,1186.809,1181.691,1181.999,60,280,4,9,18,LONDON,2026-08-23T07:22:54.238Z,1182.279,1184.399,1181.489,1182.351,1184.588,1181.65,1183.381,1184.269,1181.799,1187.471,1191.457,1182.761,1190.502,1193.595,1186.411,1192.171,1192.462,1181.589,2016-02-10T15:00:00.000Z,1198.881,1185.641,1174.49,1115.352,1190.198,1186.498,1,6.0,1,false,true,DELAYED_SWEEP,1,0,1,0,0,PDL,1185.641
2016-02-08T00:00:00.000Z,2016-02-11,2016-02-10T23:00:00.000Z,1197.239,1198.609,1195.602,1198.6,60,440,18,23,8,OFF_SESSION,2026-08-23T07:22:54.238Z,1208.33,1214.22,1198.141,1207.951,1210.028,1206.609,1206.528,1208.309,1205.118,1205.689,1206.83,1205.121,1208.94,1209.019,1205.689,1206.219,1209.088,1205.298,2016-02-11T05:00:00.000Z,1197.69,1181.489,1174.49,1115.352,1197.69,1195.689,1,6.0,1,false,false,PURE_BREAKOUT,0,0,0,0,1,PDH,1197.69
2016-02-15T00:00:00.000Z,2016-02-15,2016-02-14T23:00:00.000Z,1231.088,1234.302,1230.651,1233.409,60,528,18,23,8,OFF_SESSION,2026-08-23T07:22:54.238Z,1227.62,1234.799,1226.492,1223.238,1227.709,1221.739,1224.22,1225.009,1222.141,1220.419,1224.35,1219.782,1220.178,1221.508,1214.489,1219.35,1222.584,1217.818,2016-02-15T05:00:00.000Z,1248.179,1232.372,1263.329,1164.248,1238.83,1236.931,1,6.0,1,false,false,PURE_BREAKOUT,0,0,0,0,1,PDL,1232.372
2016-02-15T00:00:00.000Z,2016-02-16,2016-02-16T01:00:00.000Z,1207.869,1208.374,1202.05,1204.11,60,341,20,1,10,ASIA,2026-08-23T07:22:54.238Z,1197.689,1204.189,1194.779,1192.689,1197.69,1192.089,1193.691,1194.341,1190.829,1197.338,1197.349,1192.851,1200.638,1201.722,1195.83,1195.559,1202.008,1195.559,2016-02-16T07:00:00.000Z,1234.799,1202.191,1263.329,1164.248,1208.859,1205.96,1,6.0,1,false,false,PURE_BREAKOUT,0,0,0,0,1,PDL,1202.191
2016-02-15T00:00:00.000Z,2016-02-18,2016-02-18T15:00:00.000Z,1210.202,1215.229,1209.912,1214.93,60,309,10,15,0,LONDON,2026-08-23T07:22:54.238Z,1218.189,1219.779,1215.134,1227.058,1227.308,1218.029,1232.249,1236.338,1223.529,1233.942,1234.579,1230.439,1236.889,1239.879,1233.449,1230.472,1237.239,1230.449,2016-02-18T21:00:00.000Z,1213.712,1195.608,1263.329,1164.248,1210.499,1204.661,1,6.0,1,false,false,PURE_BREAKOUT,0,0,0,0,1,PDH,1213.712
2016-02-22T00:00:00.000Z,2016-02-22,2016-02-22T03:00:00.000Z,1222.659,1222.738,1215.721,1216.438,60,306,22,3,12,ASIA,2026-08-23T07:22:54.238Z,1215.69,1217.868,1214.642,1216.351,1217.749,1215.548,1217.021,1217.908,1215.802,1210.202,1217.252,1209.731,1208.88,1211.599,1205.398,1206.072,1209.298,1205.621,2016-02-22T09:00:00.000Z,1234.528,1219.902,1239.879,1190.829,1223.639,1221.948,1,6.0,1,false,false,PURE_BREAKOUT,0,0,0,0,1,PDL,1219.902
2016-02-22T00:00:00.000Z,2016-02-23,2016-02-23T15:00:00.000Z,1221.102,1227.078,1220.819,1224.959,60,311,10,15,0,LONDON,2026-08-23T07:22:54.238Z,1224.002,1226.882,1221.361,1223.178,1226.371,1222.431,1222.198,1223.68,1221.03,1222.938,1222.988,1221.071,1225.469,1225.53,1222.189,1225.301,1228.23,1224.17,2016-02-23T21:00:00.000Z,1226.188,1201.871,1239.879,1190.829,1222.731,1217.699,1,6.0,1,true,true,IMMEDIATE_SWEEP,1,1,0,0,0,PDH,1226.188
2016-02-22T00:00:00.000Z,2016-02-24,2016-02-23T23:00:00.000Z,1225.16,1232.559,1225.08,1230.302,60,514,18,23,8,OFF_SESSION,2026-08-23T07:22:54.238Z,1229.259,1231.709,1227.941,1225.2,1229.699,1224.408,1227.309,1228.59,1224.848,1227.89,1229.898,1227.119,1227.908,1229.94,1227.511,1227.339,1228.951,1227.089,2016-02-24T05:00:00.000Z,1228.23,1207.15,1239.879,1190.829,1228.23,1224.17,1,6.0,1,true,true,IMMEDIATE_SWEEP,1,1,0,0,0,PDH,1228.23
2016-02-22T00:00:00.000Z,2016-02-24,2016-02-24T13:00:00.000Z,1235.092,1245.428,1232.721,1243.471,60,276,8,13,22,LONDON,2026-08-23T07:22:54.238Z,1248.998,1250.105,1241.951,1247.889,1253.251,1244.858,1244.572,1250.028,1243.289,1237.589,1244.699,1236.319,1238.889,1241.429,1236.098,1229.608,1238.91,1227.139,2016-02-24T19:00:00.000Z,1228.23,1207.15,1239.879,1190.829,1237.092,1234.492,1,6.0,1,false,true,DELAYED_SWEEP,1,0,1,0,0,PWH,1239.879
2016-02-22T00:00:00.000Z,2016-02-25,2016-02-24T23:00:00.000Z,1227.949,1228.29,1221.129,1224.37,60,496,18,23,8,OFF_SESSION,2026-08-23T07:22:54.238Z,1227.829,1227.83,1224.049,1235.609,1236.739,1227.271,1232.701,1235.881,1231.489,1233.589,1235.41,1231.601,1232.661,1233.949,1231.679,1233.889,1234.59,1231.979,2016-02-25T05:00:00.000Z,1253.251,1221.741,1239.879,1190.829,1229.758,1228.302,1,6.0,1,true,true,IMMEDIATE_SWEEP,1,1,0,0,0,PDL,1221.741
2016-02-22T00:00:00.000Z,2016-02-26,2016-02-26T15:00:00.000Z,1226.86,1227.759,1216.318,1217.03,60,309,10,15,0,LONDON,2026-08-23T07:22:54.238Z,1218.718,1219.169,1211.459,1219.888,1222.138,1218.172,1221.8,1223.659,1219.242,1225.54,1226.37,1221.39,1224.282,1226.258,1222.419,1222.421,1224.282,1222.262,2016-02-26T21:00:00.000Z,1242.931,1221.129,1239.879,1190.829,1230.898,1224.398,1,6.0,1,false,true,DELAYED_SWEEP,1,0,1,0,0,PDL,1221.129
2016-02-29T00:00:00.000Z,2016-02-29,2016-02-29T20:00:00.000Z,1238.88,1241.069,1237.79,1240.18,60,265,15,20,5,NY,2026-08-23T07:22:54.238Z,1238.171,1240.329,1237.251,1240.339,1241.811,1237.529,1240.599,1241.559,1239.698,1246.43,1247.598,1236.609,1243.998,1248.461,1243.898,1243.578,1245.498,1243.549,2016-03-01T03:00:00.000Z,1240.458,1211.459,1253.251,1201.871,1238.829,1233.68,1,7.0,1,true,false,FAILED_SWEEP,0,0,0,1,0,PDH,1240.458
